WindowSize,InputSize,RunTime
5,500,0.000289917
5,1000,0.000571709
5,2000,0.00114396
5,4000,0.00228771
5,8000,0.00457583
5,16000,0.00913383
5,32000,0.0183337
5,64000,0.0366322
5,128000,0.0753084
